plan_b_balance_final,plan_b_shortfall,plan_b_educacion_ok,satelite_balance_25,villarrica_ok,villarrica_shortfall,satelite_balance_final,herencia_ok,herencia_shortfall,todos_ok_plan_b
76812.93692132062,0.0,True,1324519.9049228078,True,0.0,6545060.399926681,True,0.0,True
0.0,14810.16746424051,False,2257191.13270477,True,0.0,41882148.03610938,True,0.0,False
0.0,2084.320162037844,False,2806591.270259122,True,0.0,58123277.119088136,True,0.0,False
0.0,97271.14692456438,False,2034793.159769747,True,0.0,13500283.519530384,True,0.0,False
0.0,354.0685662431788,False,2204470.788455848,True,0.0,37200268.29352692,True,0.0,False
75081.11439774717,0.0,True,2559022.0002904935,True,0.0,26727333.79616824,True,0.0,True
0.0,1365.6936805059704,False,1889892.8303930848,True,0.0,65658936.49660271,True,0.0,False
3087.848979474449,0.0,True,1952268.1403312942,True,0.0,19914636.233051464,True,0.0,True
105163.87355407953,0.0,True,3704448.156475714,True,0.0,22445117.55608565,True,0.0,True
0.0,26477.579861750517,False,882511.3943175146,True,0.0,15734955.22359715,True,0.0,False
104510.30496382811,0.0,True,4125136.3755718153,True,0.0,55570251.6437185,True,0.0,True
201402.20177447682,0.0,True,2917948.8604086675,True,0.0,13924436.599889582,True,0.0,True
147543.93697000816,0.0,True,2563996.741362432,True,0.0,9406219.486183772,True,0.0,True
4313.689299137484,0.0,True,3882454.304611349,True,0.0,61182800.98352347,True,0.0,True
42039.818537986976,0.0,True,3227301.375102611,True,0.0,39680517.00351301,True,0.0,True
107157.45467526346,0.0,True,2503924.6626036484,True,0.0,20511113.6964805,True,0.0,True
0.0,30907.863479731066,False,868061.2864364128,True,0.0,4006720.69829565,True,0.0,False
0.0,54579.33965402192,False,956645.5539796387,True,0.0,7194113.390677683,True,0.0,False
425186.5569521345,0.0,True,1942541.358782366,True,0.0,8129229.037407683,True,0.0,True
93397.1043985959,0.0,True,1590674.7655557448,True,0.0,2449777.557386864,True,0.0,True
0.0,77240.73710505488,False,1183761.9287766386,True,0.0,8251592.533041602,True,0.0,False
83339.31749011463,0.0,True,979455.4448768232,True,0.0,5409507.504607973,True,0.0,True
8151.51421175342,0.0,True,1573049.877800443,True,0.0,13462379.104740243,True,0.0,True
46382.08239459748,0.0,True,2090614.7141260956,True,0.0,15442814.832333364,True,0.0,True
86598.92714242535,0.0,True,1293150.2373295426,True,0.0,32677871.01508843,True,0.0,True
197665.25784641292,0.0,True,1452397.6877235782,True,0.0,9239166.01214028,True,0.0,True
0.0,2661.082252995995,False,2010060.2897677107,True,0.0,20304267.89787257,True,0.0,False
42050.23297016942,0.0,True,1880651.437360015,True,0.0,24409794.039718125,True,0.0,True
235833.3246282759,0.0,True,2996024.3519583372,True,0.0,33029448.246004313,True,0.0,True
30882.85173092073,0.0,True,1911164.5020667098,True,0.0,29604014.929118298,True,0.0,True
0.0,24199.83212650932,False,1995128.5321401744,True,0.0,69840809.70910099,True,0.0,False
38451.67485867558,0.0,True,1796798.041882198,True,0.0,24683906.408117812,True,0.0,True
0.0,46516.81531915569,False,2649714.108164971,True,0.0,23874786.961216763,True,0.0,False
0.0,47144.18358963944,False,2209267.311475115,True,0.0,21339555.571801268,True,0.0,False
95897.47895351768,0.0,True,2203289.8210415696,True,0.0,24807121.967180613,True,0.0,True
181361.79161821379,0.0,True,2166889.790191777,True,0.0,27199737.14763936,True,0.0,True
179396.35062497953,0.0,True,1201809.9744454913,True,0.0,14956883.611112257,True,0.0,True
0.0,15162.692924332385,False,2023237.897625582,True,0.0,8320979.297052359,True,0.0,False
370446.36184913036,0.0,True,1920784.6871104473,True,0.0,6686661.524903242,True,0.0,True
39493.6898205762,0.0,True,1372308.9093049695,True,0.0,20779742.527964182,True,0.0,True
